event_id,day,restaurant,cuisine,n_attendees,table_number,user_id,gender,age,archetype,table_compat
FRI_E2,Friday,Riviera Grill,Mediterranean,42,2,U0107,F,22,social,0.7758
FRI_E2,Friday,Riviera Grill,Mediterranean,42,2,U0191,F,26,adventurer,0.7758
FRI_E2,Friday,Riviera Grill,Mediterranean,42,3,U0186,M,26,traditional,0.9091
FRI_E2,Friday,Riviera Grill,Mediterranean,42,3,U0122,M,31,professional,0.9091
FRI_E2,Friday,Riviera Grill,Mediterranean,42,3,U0255,M,34,intellectual,0.9091
FRI_E2,Friday,Riviera Grill,Mediterranean,42,3,U0205,F,21,traditional,0.9091
FRI_E2,Friday,Riviera Grill,Mediterranean,42,3,U0119,F,33,professional,0.9091
FRI_E2,Friday,Riviera Grill,Mediterranean,42,3,U0273,F,27,professional,0.9091
FRI_E2,Friday,Riviera Grill,Mediterranean,42,4,U0033,M,32,adventurer,0.9062
FRI_E2,Friday,Riviera Grill,Mediterranean,42,4,U0100,M,32,adventurer,0.9062
FRI_E2,Friday,Riviera Grill,Mediterranean,42,4,U0200,M,31,creative,0.9062
FRI_E2,Friday,Riviera Grill,Mediterranean,42,4,U0275,F,33,social,0.9062
FRI_E2,Friday,Riviera Grill,Mediterranean,42,4,U0114,F,34,creative,0.9062
FRI_E2,Friday,Riviera Grill,Mediterranean,42,4,U0189,F,28,social,0.9062
FRI_E2,Friday,Riviera Grill,Mediterranean,42,5,U0056,M,21,professional,0.9203
FRI_E2,Friday,Riviera Grill,Mediterranean,42,5,U0163,M,39,traditional,0.9203
FRI_E2,Friday,Riviera Grill,Mediterranean,42,5,U0274,M,26,professional,0.9203
FRI_E2,Friday,Riviera Grill,Mediterranean,42,5,U0188,F,28,traditional,0.9203
FRI_E2,Friday,Riviera Grill,Mediterranean,42,5,U0183,F,25,professional,0.9203
FRI_E2,Friday,Riviera Grill,Mediterranean,42,5,U0081,F,34,professional,0.9203
FRI_E2,Friday,Riviera Grill,Mediterranean,42,6,U0237,M,26,intellectual,0.8353
FRI_E2,Friday,Riviera Grill,Mediterranean,42,6,U0005,M,27,intellectual,0.8353
FRI_E2,Friday,Riviera Grill,Mediterranean,42,6,U0210,M,25,intellectual,0.8353
FRI_E2,Friday,Riviera Grill,Mediterranean,42,6,U0109,F,28,intellectual,0.8353
FRI_E2,Friday,Riviera Grill,Mediterranean,42,6,U0015,F,26,intellectual,0.8353
FRI_E2,Friday,Riviera Grill,Mediterranean,42,6,U0226,F,28,intellectual,0.8353
FRI_E2,Friday,Riviera Grill,Mediterranean,42,7,U0050,M,32,intellectual,0.6813
FRI_E2,Friday,Riviera Grill,Mediterranean,42,7,U0229,M,26,professional,0.6813
FRI_E2,Friday,Riviera Grill,Mediterranean,42,7,U0217,M,29,intellectual,0.6813
FRI_E2,Friday,Riviera Grill,Mediterranean,42,7,U0252,F,34,social,0.6813
FRI_E2,Friday,Riviera Grill,Mediterranean,42,7,U0234,F,24,social,0.6813
FRI_E2,Friday,Riviera Grill,Mediterranean,42,7,U0288,F,25,social,0.6813
FRI_E3,Friday,Riviera Grill,Mediterranean,36,1,U0037,M,34,intellectual,0.7813
FRI_E3,Friday,Riviera Grill,Mediterranean,36,1,U0216,M,25,intellectual,0.7813
FRI_E3,Friday,Riviera Grill,Mediterranean,36,1,U0220,M,21,creative,0.7813
FRI_E3,Friday,Riviera Grill,Mediterranean,36,1,U0236,F,21,creative,0.7813
FRI_E3,Friday,Riviera Grill,Mediterranean,36,1,U0032,F,27,intellectual,0.7813
FRI_E3,Friday,Riviera Grill,Mediterranean,36,1,U0013,F,28,creative,0.7813
FRI_E3,Friday,Riviera Grill,Mediterranean,36,2,U0128,M,31,professional,0.8063
FRI_E3,Friday,Riviera Grill,Mediterranean,36,2,U0113,M,34,professional,0.8063
FRI_E3,Friday,Riviera Grill,Mediterranean,36,2,U0053,M,23,professional,0.8063
FRI_E3,Friday,Riviera Grill,Mediterranean,36,2,U0049,F,31,social,0.8063
FRI_E3,Friday,Riviera Grill,Mediterranean,36,2,U0021,F,24,traditional,0.8063
FRI_E3,Friday,Riviera Grill,Mediterranean,36,2,U0042,F,21,social,0.8063
FRI_E3,Friday,Riviera Grill,Mediterranean,36,3,U0046,M,33,traditional,0.9765
FRI_E3,Friday,Riviera Grill,Mediterranean,36,3,U0208,M,40,traditional,0.9765
FRI_E3,Friday,Riviera Grill,Mediterranean,36,3,U0201,M,33,traditional,0.9765
FRI_E3,Friday,Riviera Grill,Mediterranean,36,3,U0222,F,36,traditional,0.9765
FRI_E3,Friday,Riviera Grill,Mediterranean,36,3,U0248,F,34,professional,0.9765
FRI_E3,Friday,Riviera Grill,Mediterranean,36,3,U0194,F,35,traditional,0.9765
FRI_E3,Friday,Riviera Grill,Mediterranean,36,4,U0124,M,27,adventurer,0.8595
FRI_E3,Friday,Riviera Grill,Mediterranean,36,4,U0283,M,30,social,0.8595
FRI_E3,Friday,Riviera Grill,Mediterranean,36,4,U0232,M,23,social,0.8595
FRI_E3,Friday,Riviera Grill,Mediterranean,36,4,U0090,F,33,social,0.8595
FRI_E3,Friday,Riviera Grill,Mediterranean,36,4,U0264,F,21,social,0.8595
FRI_E3,Friday,Riviera Grill,Mediterranean,36,4,U0104,F,25,social,0.8595
FRI_E3,Friday,Riviera Grill,Mediterranean,36,5,U0076,M,31,creative,0.8155
FRI_E3,Friday,Riviera Grill,Mediterranean,36,5,U0160,M,28,creative,0.8155
FRI_E3,Friday,Riviera Grill,Mediterranean,36,5,U0117,M,30,creative,0.8155
FRI_E3,Friday,Riviera Grill,Mediterranean,36,5,U0075,F,26,creative,0.8155
FRI_E3,Friday,Riviera Grill,Mediterranean,36,5,U0268,F,32,creative,0.8155
FRI_E3,Friday,Riviera Grill,Mediterranean,36,5,U0036,F,31,creative,0.8155
FRI_E3,Friday,Riviera Grill,Mediterranean,36,6,U0111,M,27,intellectual,0.6905
FRI_E3,Friday,Riviera Grill,Mediterranean,36,6,U0193,M,26,professional,0.6905
FRI_E3,Friday,Riviera Grill,Mediterranean,36,6,U0241,M,29,professional,0.6905
FRI_E3,Friday,Riviera Grill,Mediterranean,36,6,U0112,F,32,intellectual,0.6905
FRI_E3,Friday,Riviera Grill,Mediterranean,36,6,U0154,F,21,social,0.6905
FRI_E3,Friday,Riviera Grill,Mediterranean,36,6,U0289,F,38,intellectual,0.6905
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,1,U0033,M,32,adventurer,0.951
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,1,U0133,M,31,adventurer,0.951
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,1,U0129,M,34,adventurer,0.951
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,1,U0059,F,24,adventurer,0.951
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,1,U0202,F,33,adventurer,0.951
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,1,U0295,F,33,adventurer,0.951
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,2,U0034,M,31,professional,0.8815
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,2,U0195,M,26,intellectual,0.8815
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,2,U0027,M,30,intellectual,0.8815
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,2,U0239,F,27,traditional,0.8815
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,2,U0072,F,42,intellectual,0.8815
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,2,U0289,F,38,intellectual,0.8815
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,3,U0088,M,36,traditional,0.9841
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,3,U0082,M,29,traditional,0.9841
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,3,U0171,M,33,traditional,0.9841
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,3,U0248,F,34,professional,0.9841
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,3,U0194,F,35,traditional,0.9841
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,3,U0285,F,26,traditional,0.9841
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,4,U0122,M,31,professional,0.8757
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,4,U0105,M,34,professional,0.8757
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,4,U0249,M,33,professional,0.8757
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,4,U0119,F,33,professional,0.8757
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,4,U0021,F,24,traditional,0.8757
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,4,U0135,F,27,professional,0.8757
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,5,U0001,M,31,social,0.9028
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,5,U0173,M,43,social,0.9028
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,5,U0048,M,30,social,0.9028
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,5,U0018,F,27,social,0.9028
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,5,U0189,F,28,social,0.9028
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,5,U0207,F,27,adventurer,0.9028
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,6,U0071,M,36,creative,0.8033
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,6,U0231,M,35,creative,0.8033
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,6,U0160,M,28,creative,0.8033
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,6,U0095,F,23,creative,0.8033
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,6,U0108,F,35,creative,0.8033
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,6,U0164,F,30,social,0.8033
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,7,U0127,M,30,creative,0.4911
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,7,U0158,M,21,creative,0.4911
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,7,U0062,M,21,intellectual,0.4911
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,7,U0296,F,28,social,0.4911
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,7,U0096,F,29,social,0.4911
SAT_E1,Saturday,Verde Olivo,Mediterranean,42,7,U0234,F,24,social,0.4911
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,1,U0069,M,29,adventurer,0.957
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,1,U0238,M,30,adventurer,0.957
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,1,U0030,M,29,adventurer,0.957
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,1,U0091,F,29,adventurer,0.957
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,1,U0169,F,28,adventurer,0.957
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,1,U0099,F,28,adventurer,0.957
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,2,U0056,M,21,professional,0.9204
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,2,U0198,M,28,professional,0.9204
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,2,U0243,M,33,professional,0.9204
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,2,U0188,F,28,traditional,0.9204
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,2,U0081,F,34,professional,0.9204
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,2,U0273,F,27,professional,0.9204
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,3,U0103,M,24,intellectual,0.8902
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,3,U0196,M,26,intellectual,0.8902
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,3,U0246,M,31,professional,0.8902
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,3,U0060,F,36,intellectual,0.8902
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,3,U0155,F,32,professional,0.8902
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,3,U0265,F,27,professional,0.8902
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,4,U0176,M,30,intellectual,0.8059
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,4,U0251,M,27,intellectual,0.8059
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,4,U0145,M,32,intellectual,0.8059
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,4,U0184,F,36,professional,0.8059
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,4,U0236,F,21,creative,0.8059
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,4,U0032,F,27,intellectual,0.8059
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,5,U0199,M,22,professional,0.8078
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,5,U0227,M,29,professional,0.8078
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,5,U0253,M,33,professional,0.8078
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,5,U0084,F,28,adventurer,0.8078
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,5,U0077,F,25,creative,0.8078
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,5,U0154,F,21,social,0.8078
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,6,U0232,M,23,social,0.7584
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,6,U0126,M,25,social,0.7584
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,6,U0089,M,30,professional,0.7584
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,6,U0247,F,34,social,0.7584
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,6,U0098,F,30,social,0.7584
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,6,U0079,F,26,social,0.7584
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,7,U0159,M,35,intellectual,0.6965
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,7,U0047,M,30,intellectual,0.6965
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,7,U0023,M,24,intellectual,0.6965
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,7,U0101,F,34,adventurer,0.6965
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,7,U0206,F,29,adventurer,0.6965
SAT_E2,Saturday,Verde Olivo,Mediterranean,42,7,U0052,F,22,creative,0.6965
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,1,U0031,M,26,traditional,0.9768
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,1,U0170,M,30,traditional,0.9768
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,1,U0233,M,24,traditional,0.9768
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,1,U0259,F,31,traditional,0.9768
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,1,U0278,F,33,traditional,0.9768
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,1,U0222,F,36,traditional,0.9768
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,2,U0093,M,29,creative,0.8915
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,2,U0019,M,24,social,0.8915
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,2,U0260,M,30,adventurer,0.8915
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,2,U0073,F,28,adventurer,0.8915
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,2,U0264,F,21,social,0.8915
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,2,U0110,F,21,adventurer,0.8915
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,3,U0117,M,30,creative,0.8967
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,3,U0218,M,31,creative,0.8967
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,3,U0187,M,21,creative,0.8967
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,3,U0022,F,27,adventurer,0.8967
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,3,U0003,F,29,creative,0.8967
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,3,U0036,F,31,creative,0.8967
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,4,U0141,M,32,professional,0.8288
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,4,U0085,M,31,intellectual,0.8288
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,4,U0203,M,31,intellectual,0.8288
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,4,U0123,F,38,intellectual,0.8288
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,4,U0270,F,28,intellectual,0.8288
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,4,U0015,F,26,intellectual,0.8288
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,5,U0147,M,33,traditional,0.9159
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,5,U0258,M,24,traditional,0.9159
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,5,U0046,M,33,traditional,0.9159
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,5,U0157,F,31,traditional,0.9159
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,5,U0055,F,34,traditional,0.9159
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,5,U0192,F,28,professional,0.9159
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,6,U0201,M,33,traditional,0.705
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,6,U0163,M,39,traditional,0.705
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,6,U0029,M,23,traditional,0.705
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,6,U0175,F,29,traditional,0.705
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,6,U0226,F,28,intellectual,0.705
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,6,U0178,F,34,social,0.705
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,7,U0132,M,25,intellectual,0.6061
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,7,U0050,M,32,intellectual,0.6061
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,7,U0005,M,27,intellectual,0.6061
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,7,U0134,F,33,intellectual,0.6061
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,7,U0049,F,31,social,0.6061
SAT_E3,Saturday,Verde Olivo,Mediterranean,42,7,U0010,F,29,creative,0.6061
SUN_E1,Sunday,Umami Bar,Japanese,42,1,U0038,M,29,adventurer,0.9501
SUN_E1,Sunday,Umami Bar,Japanese,42,1,U0238,M,30,adventurer,0.9501
SUN_E1,Sunday,Umami Bar,Japanese,42,1,U0200,M,31,creative,0.9501
SUN_E1,Sunday,Umami Bar,Japanese,42,1,U0223,F,23,adventurer,0.9501
SUN_E1,Sunday,Umami Bar,Japanese,42,1,U0263,F,32,adventurer,0.9501
SUN_E1,Sunday,Umami Bar,Japanese,42,1,U0043,F,23,adventurer,0.9501
SUN_E1,Sunday,Umami Bar,Japanese,42,2,U0100,M,32,adventurer,0.9061
SUN_E1,Sunday,Umami Bar,Japanese,42,2,U0224,M,32,social,0.9061
SUN_E1,Sunday,Umami Bar,Japanese,42,2,U0271,M,30,creative,0.9061
SUN_E1,Sunday,Umami Bar,Japanese,42,2,U0028,F,27,social,0.9061
SUN_E1,Sunday,Umami Bar,Japanese,42,2,U0275,F,33,social,0.9061
SUN_E1,Sunday,Umami Bar,Japanese,42,2,U0120,F,25,social,0.9061
SUN_E1,Sunday,Umami Bar,Japanese,42,3,U0103,M,24,intellectual,0.8888
SUN_E1,Sunday,Umami Bar,Japanese,42,3,U0181,M,21,intellectual,0.8888
SUN_E1,Sunday,Umami Bar,Japanese,42,3,U0255,M,34,intellectual,0.8888
SUN_E1,Sunday,Umami Bar,Japanese,42,3,U0012,F,34,professional,0.8888
SUN_E1,Sunday,Umami Bar,Japanese,42,3,U0060,F,36,intellectual,0.8888
SUN_E1,Sunday,Umami Bar,Japanese,42,3,U0285,F,26,traditional,0.8888
SUN_E1,Sunday,Umami Bar,Japanese,42,4,U0056,M,21,professional,0.9013
SUN_E1,Sunday,Umami Bar,Japanese,42,4,U0274,M,26,professional,0.9013
SUN_E1,Sunday,Umami Bar,Japanese,42,4,U0082,M,29,traditional,0.9013
SUN_E1,Sunday,Umami Bar,Japanese,42,4,U0039,F,22,traditional,0.9013
SUN_E1,Sunday,Umami Bar,Japanese,42,4,U0222,F,36,traditional,0.9013
SUN_E1,Sunday,Umami Bar,Japanese,42,4,U0021,F,24,traditional,0.9013
SUN_E1,Sunday,Umami Bar,Japanese,42,5,U0066,M,25,social,0.8981
SUN_E1,Sunday,Umami Bar,Japanese,42,5,U0276,M,27,social,0.8981
SUN_E1,Sunday,Umami Bar,Japanese,42,5,U0019,M,24,social,0.8981
SUN_E1,Sunday,Umami Bar,Japanese,42,5,U0018,F,27,social,0.8981
SUN_E1,Sunday,Umami Bar,Japanese,42,5,U0064,F,23,social,0.8981
SUN_E1,Sunday,Umami Bar,Japanese,42,5,U0104,F,25,social,0.8981
SUN_E1,Sunday,Umami Bar,Japanese,42,6,U0071,M,36,creative,0.7667
SUN_E1,Sunday,Umami Bar,Japanese,42,6,U0269,M,31,social,0.7667
SUN_E1,Sunday,Umami Bar,Japanese,42,6,U0160,M,28,creative,0.7667
SUN_E1,Sunday,Umami Bar,Japanese,42,6,U0087,F,28,creative,0.7667
SUN_E1,Sunday,Umami Bar,Japanese,42,6,U0130,F,38,social,0.7667
SUN_E1,Sunday,Umami Bar,Japanese,42,6,U0002,F,35,professional,0.7667
SUN_E1,Sunday,Umami Bar,Japanese,42,7,U0065,M,25,intellectual,0.5473
SUN_E1,Sunday,Umami Bar,Japanese,42,7,U0016,M,27,intellectual,0.5473
SUN_E1,Sunday,Umami Bar,Japanese,42,7,U0235,M,28,intellectual,0.5473
SUN_E1,Sunday,Umami Bar,Japanese,42,7,U0272,F,25,creative,0.5473
SUN_E1,Sunday,Umami Bar,Japanese,42,7,U0068,F,25,creative,0.5473
SUN_E1,Sunday,Umami Bar,Japanese,42,7,U0178,F,34,social,0.5473
SUN_E2,Sunday,Umami Bar,Japanese,42,1,U0053,M,23,professional,0.9299
SUN_E2,Sunday,Umami Bar,Japanese,42,1,U0262,M,23,professional,0.9299
SUN_E2,Sunday,Umami Bar,Japanese,42,1,U0113,M,34,professional,0.9299
SUN_E2,Sunday,Umami Bar,Japanese,42,1,U0115,F,34,traditional,0.9299
SUN_E2,Sunday,Umami Bar,Japanese,42,1,U0278,F,33,traditional,0.9299
SUN_E2,Sunday,Umami Bar,Japanese,42,1,U0188,F,28,traditional,0.9299
SUN_E2,Sunday,Umami Bar,Japanese,42,2,U0033,M,32,adventurer,0.9485
SUN_E2,Sunday,Umami Bar,Japanese,42,2,U0057,M,26,adventurer,0.9485
SUN_E2,Sunday,Umami Bar,Japanese,42,2,U0030,M,29,adventurer,0.9485
SUN_E2,Sunday,Umami Bar,Japanese,42,2,U0099,F,28,adventurer,0.9485
